1.000000,3.000000,3.000000,3.000000,3.000000,2.000000,1.000000,2.285714
4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,2.000000,3.571429
2.000000,1.000000,1.000000,1.000000,1.000000,4.000000,3.000000,1.857143
5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,4.000000,4.857143
3.000000,2.000000,2.000000,2.000000,2.000000,1.000000,5.000000,2.428571
