3.000000,3.000000,3.000000,3.000000,1.000000,3.000000,1.000000,1.000000,3.000000,2.333333
4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,2.000000,4.000000,3.666667
1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,5.000000,5.000000,2.000000,2.444444
5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,4.000000,3.000000,5.000000,4.666667
2.000000,1.000000,1.000000,2.000000,3.000000,1.000000,2.000000,4.000000,1.000000,1.888889
